time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
5273,-2e-05,-5e-05,-0.00013,2e-05,8e-05,0.00038,7e-05,-4e-05,2,19
1581,-2e-05,1e-05,-2e-05,-1e-05,4e-05,-2e-05,0.0,-1e-05,1,19
12306,1e-05,3e-05,6e-05,7e-05,5e-05,0.0001,5e-05,-8e-05,3,19
1581,-2e-05,1e-05,-2e-05,-1e-05,4e-05,-2e-05,0.0,-1e-05,1,19
17554,-3e-05,5e-05,0.0001,0.00019,8e-05,7e-05,-3e-05,-2e-05,4,19
1581,-2e-05,1e-05,-2e-05,-1e-05,4e-05,-2e-05,0.0,-1e-05,1,19
52857,-8e-05,-3e-05,-0.00017,-0.00039,-8e-05,3e-05,-2e-05,-0.0001,5,19
1581,-2e-05,1e-05,-2e-05,-1e-05,4e-05,-2e-05,0.0,-1e-05,1,19
49772,-0.00016,1e-05,6e-05,0.00022,0.00061,7e-05,0.00014,3e-05,6,19
5273,-2e-05,-5e-05,-0.00013,2e-05,8e-05,0.00038,7e-05,-4e-05,2,19
12306,1e-05,3e-05,6e-05,7e-05,5e-05,0.0001,5e-05,-8e-05,3,19
5273,-2e-05,-5e-05,-0.00013,2e-05,8e-05,0.00038,7e-05,-4e-05,2,19
17554,-3e-05,5e-05,0.0001,0.00019,8e-05,7e-05,-3e-05,-2e-05,4,19
5273,-2e-05,-5e-05,-0.00013,2e-05,8e-05,0.00038,7e-05,-4e-05,2,19
52857,-8e-05,-3e-05,-0.00017,-0.00039,-8e-05,3e-05,-2e-05,-0.0001,5,19
5273,-2e-05,-5e-05,-0.00013,2e-05,8e-05,0.00038,7e-05,-4e-05,2,19
49772,-0.00016,1e-05,6e-05,0.00022,0.00061,7e-05,0.00014,3e-05,6,19
12306,1e-05,3e-05,6e-05,7e-05,5e-05,0.0001,5e-05,-8e-05,3,19
17554,-3e-05,5e-05,0.0001,0.00019,8e-05,7e-05,-3e-05,-2e-05,4,19
12306,1e-05,3e-05,6e-05,7e-05,5e-05,0.0001,5e-05,-8e-05,3,19
52857,-8e-05,-3e-05,-0.00017,-0.00039,-8e-05,3e-05,-2e-05,-0.0001,5,19
12306,1e-05,3e-05,6e-05,7e-05,5e-05,0.0001,5e-05,-8e-05,3,19
49772,-0.00016,1e-05,6e-05,0.00022,0.00061,7e-05,0.00014,3e-05,6,19
17554,-3e-05,5e-05,0.0001,0.00019,8e-05,7e-05,-3e-05,-2e-05,4,19
52857,-8e-05,-3e-05,-0.00017,-0.00039,-8e-05,3e-05,-2e-05,-0.0001,5,19
17554,-3e-05,5e-05,0.0001,0.00019,8e-05,7e-05,-3e-05,-2e-05,4,19
49772,-0.00016,1e-05,6e-05,0.00022,0.00061,7e-05,0.00014,3e-05,6,19
52857,-8e-05,-3e-05,-0.00017,-0.00039,-8e-05,3e-05,-2e-05,-0.0001,5,19
49772,-0.00016,1e-05,6e-05,0.00022,0.00061,7e-05,0.00014,3e-05,6,19
36659,-2e-05,-4e-05,-1e-05,-2e-05,-2e-05,-2e-05,-2e-05,0.0,1,20
9257,0.0003,-0.00013,-0.00065,-0.00074,0.00023,-0.00023,0.0003,-0.0001,2,20
36659,-2e-05,-4e-05,-1e-05,-2e-05,-2e-05,-2e-05,-2e-05,0.0,1,20
46835,-0.00044,-0.00012,-0.00014,-0.00018,-0.00042,-0.0003,-0.00042,0.00041,3,20
36659,-2e-05,-4e-05,-1e-05,-2e-05,-2e-05,-2e-05,-2e-05,0.0,1,20
19682,-5e-05,-7e-05,-0.00024,0.00076,0.00022,0.00073,-3e-05,-6e-05,4,20
36659,-2e-05,-4e-05,-1e-05,-2e-05,-2e-05,-2e-05,-2e-05,0.0,1,20
25070,-0.0001,-5e-05,-0.00015,0.00018,-0.00018,-4e-05,-3e-05,-4e-05,5,20
36659,-2e-05,-4e-05,-1e-05,-2e-05,-2e-05,-2e-05,-2e-05,0.0,1,20
33096,0.00019,8e-05,8e-05,-0.00013,-0.00058,-0.00028,-0.00049,0.00019,6,20
9257,0.0003,-0.00013,-0.00065,-0.00074,0.00023,-0.00023,0.0003,-0.0001,2,20
46835,-0.00044,-0.00012,-0.00014,-0.00018,-0.00042,-0.0003,-0.00042,0.00041,3,20
9257,0.0003,-0.00013,-0.00065,-0.00074,0.00023,-0.00023,0.0003,-0.0001,2,20
19682,-5e-05,-7e-05,-0.00024,0.00076,0.00022,0.00073,-3e-05,-6e-05,4,20
9257,0.0003,-0.00013,-0.00065,-0.00074,0.00023,-0.00023,0.0003,-0.0001,2,20
25070,-0.0001,-5e-05,-0.00015,0.00018,-0.00018,-4e-05,-3e-05,-4e-05,5,20
9257,0.0003,-0.00013,-0.00065,-0.00074,0.00023,-0.00023,0.0003,-0.0001,2,20
33096,0.00019,8e-05,8e-05,-0.00013,-0.00058,-0.00028,-0.00049,0.00019,6,20
46835,-0.00044,-0.00012,-0.00014,-0.00018,-0.00042,-0.0003,-0.00042,0.00041,3,20
19682,-5e-05,-7e-05,-0.00024,0.00076,0.00022,0.00073,-3e-05,-6e-05,4,20
46835,-0.00044,-0.00012,-0.00014,-0.00018,-0.00042,-0.0003,-0.00042,0.00041,3,20
25070,-0.0001,-5e-05,-0.00015,0.00018,-0.00018,-4e-05,-3e-05,-4e-05,5,20
46835,-0.00044,-0.00012,-0.00014,-0.00018,-0.00042,-0.0003,-0.00042,0.00041,3,20
33096,0.00019,8e-05,8e-05,-0.00013,-0.00058,-0.00028,-0.00049,0.00019,6,20
19682,-5e-05,-7e-05,-0.00024,0.00076,0.00022,0.00073,-3e-05,-6e-05,4,20
25070,-0.0001,-5e-05,-0.00015,0.00018,-0.00018,-4e-05,-3e-05,-4e-05,5,20
19682,-5e-05,-7e-05,-0.00024,0.00076,0.00022,0.00073,-3e-05,-6e-05,4,20
33096,0.00019,8e-05,8e-05,-0.00013,-0.00058,-0.00028,-0.00049,0.00019,6,20
25070,-0.0001,-5e-05,-0.00015,0.00018,-0.00018,-4e-05,-3e-05,-4e-05,5,20
33096,0.00019,8e-05,8e-05,-0.00013,-0.00058,-0.00028,-0.00049,0.00019,6,20
2600,-3e-05,-2e-05,-2e-05,-2e-05,-2e-05,-3e-05,-1e-05,-2e-05,1,21
41046,0.00016,4e-05,2e-05,-3e-05,6e-05,-0.00011,9e-05,2e-05,2,21
2600,-3e-05,-2e-05,-2e-05,-2e-05,-2e-05,-3e-05,-1e-05,-2e-05,1,21
12033,-1e-05,3e-05,-7e-05,-0.00015,-8e-05,-0.00019,-0.00014,-0.00019,3,21
2600,-3e-05,-2e-05,-2e-05,-2e-05,-2e-05,-3e-05,-1e-05,-2e-05,1,21
19545,3e-05,8e-05,0.00013,-0.00033,-6e-05,0.00075,0.00023,0.0001,4,21
2600,-3e-05,-2e-05,-2e-05,-2e-05,-2e-05,-3e-05,-1e-05,-2e-05,1,21
26100,4e-05,1e-05,-0.0002,-0.0001,0.00019,4e-05,2e-05,1e-05,5,21
2600,-3e-05,-2e-05,-2e-05,-2e-05,-2e-05,-3e-05,-1e-05,-2e-05,1,21
25962,0.00023,6e-05,1e-05,-5e-05,-0.00037,0.00078,-0.0001,-0.00011,6,21
41046,0.00016,4e-05,2e-05,-3e-05,6e-05,-0.00011,9e-05,2e-05,2,21
12033,-1e-05,3e-05,-7e-05,-0.00015,-8e-05,-0.00019,-0.00014,-0.00019,3,21
41046,0.00016,4e-05,2e-05,-3e-05,6e-05,-0.00011,9e-05,2e-05,2,21
19545,3e-05,8e-05,0.00013,-0.00033,-6e-05,0.00075,0.00023,0.0001,4,21
41046,0.00016,4e-05,2e-05,-3e-05,6e-05,-0.00011,9e-05,2e-05,2,21
26100,4e-05,1e-05,-0.0002,-0.0001,0.00019,4e-05,2e-05,1e-05,5,21
41046,0.00016,4e-05,2e-05,-3e-05,6e-05,-0.00011,9e-05,2e-05,2,21
25962,0.00023,6e-05,1e-05,-5e-05,-0.00037,0.00078,-0.0001,-0.00011,6,21
12033,-1e-05,3e-05,-7e-05,-0.00015,-8e-05,-0.00019,-0.00014,-0.00019,3,21
19545,3e-05,8e-05,0.00013,-0.00033,-6e-05,0.00075,0.00023,0.0001,4,21
12033,-1e-05,3e-05,-7e-05,-0.00015,-8e-05,-0.00019,-0.00014,-0.00019,3,21
26100,4e-05,1e-05,-0.0002,-0.0001,0.00019,4e-05,2e-05,1e-05,5,21
12033,-1e-05,3e-05,-7e-05,-0.00015,-8e-05,-0.00019,-0.00014,-0.00019,3,21
25962,0.00023,6e-05,1e-05,-5e-05,-0.00037,0.00078,-0.0001,-0.00011,6,21
19545,3e-05,8e-05,0.00013,-0.00033,-6e-05,0.00075,0.00023,0.0001,4,21
26100,4e-05,1e-05,-0.0002,-0.0001,0.00019,4e-05,2e-05,1e-05,5,21
19545,3e-05,8e-05,0.00013,-0.00033,-6e-05,0.00075,0.00023,0.0001,4,21
25962,0.00023,6e-05,1e-05,-5e-05,-0.00037,0.00078,-0.0001,-0.00011,6,21
26100,4e-05,1e-05,-0.0002,-0.0001,0.00019,4e-05,2e-05,1e-05,5,21
25962,0.00023,6e-05,1e-05,-5e-05,-0.00037,0.00078,-0.0001,-0.00011,6,21
3760,-1e-05,0.0,0.0,1e-05,-2e-05,-2e-05,0.0,0.0,1,22
39649,9e-05,-0.0001,3e-05,0.00023,1e-05,-1e-05,1e-05,0.0,2,22
3760,-1e-05,0.0,0.0,1e-05,-2e-05,-2e-05,0.0,0.0,1,22
13284,4e-05,-7e-05,-3e-05,-2e-05,1e-05,2e-05,-1e-05,7e-05,3,22
3760,-1e-05,0.0,0.0,1e-05,-2e-05,-2e-05,0.0,0.0,1,22
18282,-9e-05,0.00011,6e-05,-0.00046,-0.0002,-0.00012,-2e-05,-6e-05,4,22
3760,-1e-05,0.0,0.0,1e-05,-2e-05,-2e-05,0.0,0.0,1,22
57008,8e-05,5e-05,-2e-05,-1e-05,3e-05,8e-05,8e-05,5e-05,5,22
3760,-1e-05,0.0,0.0,1e-05,-2e-05,-2e-05,0.0,0.0,1,22
57102,3e-05,-7e-05,-0.00032,-5e-05,1e-05,-1e-05,3e-05,-3e-05,6,22
39649,9e-05,-0.0001,3e-05,0.00023,1e-05,-1e-05,1e-05,0.0,2,22
13284,4e-05,-7e-05,-3e-05,-2e-05,1e-05,2e-05,-1e-05,7e-05,3,22
39649,9e-05,-0.0001,3e-05,0.00023,1e-05,-1e-05,1e-05,0.0,2,22
18282,-9e-05,0.00011,6e-05,-0.00046,-0.0002,-0.00012,-2e-05,-6e-05,4,22
39649,9e-05,-0.0001,3e-05,0.00023,1e-05,-1e-05,1e-05,0.0,2,22
57008,8e-05,5e-05,-2e-05,-1e-05,3e-05,8e-05,8e-05,5e-05,5,22
39649,9e-05,-0.0001,3e-05,0.00023,1e-05,-1e-05,1e-05,0.0,2,22
57102,3e-05,-7e-05,-0.00032,-5e-05,1e-05,-1e-05,3e-05,-3e-05,6,22
13284,4e-05,-7e-05,-3e-05,-2e-05,1e-05,2e-05,-1e-05,7e-05,3,22
18282,-9e-05,0.00011,6e-05,-0.00046,-0.0002,-0.00012,-2e-05,-6e-05,4,22
13284,4e-05,-7e-05,-3e-05,-2e-05,1e-05,2e-05,-1e-05,7e-05,3,22
57008,8e-05,5e-05,-2e-05,-1e-05,3e-05,8e-05,8e-05,5e-05,5,22
13284,4e-05,-7e-05,-3e-05,-2e-05,1e-05,2e-05,-1e-05,7e-05,3,22
57102,3e-05,-7e-05,-0.00032,-5e-05,1e-05,-1e-05,3e-05,-3e-05,6,22
18282,-9e-05,0.00011,6e-05,-0.00046,-0.0002,-0.00012,-2e-05,-6e-05,4,22
57008,8e-05,5e-05,-2e-05,-1e-05,3e-05,8e-05,8e-05,5e-05,5,22
18282,-9e-05,0.00011,6e-05,-0.00046,-0.0002,-0.00012,-2e-05,-6e-05,4,22
57102,3e-05,-7e-05,-0.00032,-5e-05,1e-05,-1e-05,3e-05,-3e-05,6,22
57008,8e-05,5e-05,-2e-05,-1e-05,3e-05,8e-05,8e-05,5e-05,5,22
57102,3e-05,-7e-05,-0.00032,-5e-05,1e-05,-1e-05,3e-05,-3e-05,6,22
32480,-2e-05,0.0,-1e-05,-3e-05,1e-05,3e-05,0.0,0.0,1,23
36811,0.00014,-1e-05,-1e-05,-0.00059,-0.00013,-0.00014,-9e-05,0.0002,2,23
32480,-2e-05,0.0,-1e-05,-3e-05,1e-05,3e-05,0.0,0.0,1,23
42235,0.00011,0.00024,-1e-05,-5e-05,-0.0001,1e-05,2e-05,0.00012,3,23
32480,-2e-05,0.0,-1e-05,-3e-05,1e-05,3e-05,0.0,0.0,1,23
46571,-1e-05,-2e-05,0.00018,0.00059,0.00124,0.00021,-0.00011,-9e-05,4,23
32480,-2e-05,0.0,-1e-05,-3e-05,1e-05,3e-05,0.0,0.0,1,23
22963,-0.00014,-1e-05,-6e-05,-2e-05,0.00011,0.0,0.0,-3e-05,5,23
32480,-2e-05,0.0,-1e-05,-3e-05,1e-05,3e-05,0.0,0.0,1,23
28655,9e-05,-2e-05,-1e-05,-1e-05,0.0001,0.00019,-0.0001,0.00062,6,23
36811,0.00014,-1e-05,-1e-05,-0.00059,-0.00013,-0.00014,-9e-05,0.0002,2,23
42235,0.00011,0.00024,-1e-05,-5e-05,-0.0001,1e-05,2e-05,0.00012,3,23
36811,0.00014,-1e-05,-1e-05,-0.00059,-0.00013,-0.00014,-9e-05,0.0002,2,23
46571,-1e-05,-2e-05,0.00018,0.00059,0.00124,0.00021,-0.00011,-9e-05,4,23
36811,0.00014,-1e-05,-1e-05,-0.00059,-0.00013,-0.00014,-9e-05,0.0002,2,23
22963,-0.00014,-1e-05,-6e-05,-2e-05,0.00011,0.0,0.0,-3e-05,5,23
36811,0.00014,-1e-05,-1e-05,-0.00059,-0.00013,-0.00014,-9e-05,0.0002,2,23
28655,9e-05,-2e-05,-1e-05,-1e-05,0.0001,0.00019,-0.0001,0.00062,6,23
42235,0.00011,0.00024,-1e-05,-5e-05,-0.0001,1e-05,2e-05,0.00012,3,23
46571,-1e-05,-2e-05,0.00018,0.00059,0.00124,0.00021,-0.00011,-9e-05,4,23
42235,0.00011,0.00024,-1e-05,-5e-05,-0.0001,1e-05,2e-05,0.00012,3,23
22963,-0.00014,-1e-05,-6e-05,-2e-05,0.00011,0.0,0.0,-3e-05,5,23
42235,0.00011,0.00024,-1e-05,-5e-05,-0.0001,1e-05,2e-05,0.00012,3,23
28655,9e-05,-2e-05,-1e-05,-1e-05,0.0001,0.00019,-0.0001,0.00062,6,23
46571,-1e-05,-2e-05,0.00018,0.00059,0.00124,0.00021,-0.00011,-9e-05,4,23
22963,-0.00014,-1e-05,-6e-05,-2e-05,0.00011,0.0,0.0,-3e-05,5,23
46571,-1e-05,-2e-05,0.00018,0.00059,0.00124,0.00021,-0.00011,-9e-05,4,23
28655,9e-05,-2e-05,-1e-05,-1e-05,0.0001,0.00019,-0.0001,0.00062,6,23
22963,-0.00014,-1e-05,-6e-05,-2e-05,0.00011,0.0,0.0,-3e-05,5,23
28655,9e-05,-2e-05,-1e-05,-1e-05,0.0001,0.00019,-0.0001,0.00062,6,23
2269,0.0,-1e-05,-4e-05,-4e-05,-2e-05,-1e-05,0.0,0.0,1,24
34588,-0.00026,-0.00016,-1e-05,-0.00027,-3e-05,-3e-05,-1e-05,0.0002,2,24
2269,0.0,-1e-05,-4e-05,-4e-05,-2e-05,-1e-05,0.0,0.0,1,24
10244,0.0,-1e-05,-3e-05,-4e-05,-5e-05,-4e-05,-0.0001,-0.00019,3,24
2269,0.0,-1e-05,-4e-05,-4e-05,-2e-05,-1e-05,0.0,0.0,1,24
18384,5e-05,7e-05,0.0001,0.0,-6e-05,2e-05,5e-05,5e-05,4,24
2269,0.0,-1e-05,-4e-05,-4e-05,-2e-05,-1e-05,0.0,0.0,1,24
54784,3e-05,6e-05,2e-05,9e-05,-2e-05,5e-05,3e-05,1e-05,5,24
2269,0.0,-1e-05,-4e-05,-4e-05,-2e-05,-1e-05,0.0,0.0,1,24
54614,0.0,5e-05,5e-05,5e-05,3e-05,2e-05,-0.00022,-0.00089,6,24
34588,-0.00026,-0.00016,-1e-05,-0.00027,-3e-05,-3e-05,-1e-05,0.0002,2,24
10244,0.0,-1e-05,-3e-05,-4e-05,-5e-05,-4e-05,-0.0001,-0.00019,3,24
34588,-0.00026,-0.00016,-1e-05,-0.00027,-3e-05,-3e-05,-1e-05,0.0002,2,24
18384,5e-05,7e-05,0.0001,0.0,-6e-05,2e-05,5e-05,5e-05,4,24
34588,-0.00026,-0.00016,-1e-05,-0.00027,-3e-05,-3e-05,-1e-05,0.0002,2,24
54784,3e-05,6e-05,2e-05,9e-05,-2e-05,5e-05,3e-05,1e-05,5,24
34588,-0.00026,-0.00016,-1e-05,-0.00027,-3e-05,-3e-05,-1e-05,0.0002,2,24
54614,0.0,5e-05,5e-05,5e-05,3e-05,2e-05,-0.00022,-0.00089,6,24
10244,0.0,-1e-05,-3e-05,-4e-05,-5e-05,-4e-05,-0.0001,-0.00019,3,24
18384,5e-05,7e-05,0.0001,0.0,-6e-05,2e-05,5e-05,5e-05,4,24
10244,0.0,-1e-05,-3e-05,-4e-05,-5e-05,-4e-05,-0.0001,-0.00019,3,24
54784,3e-05,6e-05,2e-05,9e-05,-2e-05,5e-05,3e-05,1e-05,5,24
10244,0.0,-1e-05,-3e-05,-4e-05,-5e-05,-4e-05,-0.0001,-0.00019,3,24
54614,0.0,5e-05,5e-05,5e-05,3e-05,2e-05,-0.00022,-0.00089,6,24
18384,5e-05,7e-05,0.0001,0.0,-6e-05,2e-05,5e-05,5e-05,4,24
54784,3e-05,6e-05,2e-05,9e-05,-2e-05,5e-05,3e-05,1e-05,5,24
18384,5e-05,7e-05,0.0001,0.0,-6e-05,2e-05,5e-05,5e-05,4,24
54614,0.0,5e-05,5e-05,5e-05,3e-05,2e-05,-0.00022,-0.00089,6,24
54784,3e-05,6e-05,2e-05,9e-05,-2e-05,5e-05,3e-05,1e-05,5,24
54614,0.0,5e-05,5e-05,5e-05,3e-05,2e-05,-0.00022,-0.00089,6,24
2159,0.0,-2e-05,-2e-05,-3e-05,-1e-05,-4e-05,-5e-05,-1e-05,1,25
5756,0.00014,0.0002,0.00027,0.00068,0.00094,0.00093,0.00012,-0.00037,2,25
2159,0.0,-2e-05,-2e-05,-3e-05,-1e-05,-4e-05,-5e-05,-1e-05,1,25
13000,-8e-05,5e-05,-2e-05,-0.00045,-0.00079,6e-05,-2e-05,-0.00038,3,25
2159,0.0,-2e-05,-2e-05,-3e-05,-1e-05,-4e-05,-5e-05,-1e-05,1,25
52312,-0.00027,-0.00032,-4e-05,3e-05,-8e-05,-0.00017,-0.0004,-0.00079,4,25
2159,0.0,-2e-05,-2e-05,-3e-05,-1e-05,-4e-05,-5e-05,-1e-05,1,25
49391,-0.00073,-0.00046,-0.00012,-0.00037,-0.00027,0.00012,-4e-05,-5e-05,5,25
2159,0.0,-2e-05,-2e-05,-3e-05,-1e-05,-4e-05,-5e-05,-1e-05,1,25
61924,0.0008,0.0001,-5e-05,-0.00016,-0.00032,-0.00068,0.00015,0.00072,6,25
5756,0.00014,0.0002,0.00027,0.00068,0.00094,0.00093,0.00012,-0.00037,2,25
13000,-8e-05,5e-05,-2e-05,-0.00045,-0.00079,6e-05,-2e-05,-0.00038,3,25
5756,0.00014,0.0002,0.00027,0.00068,0.00094,0.00093,0.00012,-0.00037,2,25
52312,-0.00027,-0.00032,-4e-05,3e-05,-8e-05,-0.00017,-0.0004,-0.00079,4,25
5756,0.00014,0.0002,0.00027,0.00068,0.00094,0.00093,0.00012,-0.00037,2,25
49391,-0.00073,-0.00046,-0.00012,-0.00037,-0.00027,0.00012,-4e-05,-5e-05,5,25
5756,0.00014,0.0002,0.00027,0.00068,0.00094,0.00093,0.00012,-0.00037,2,25
61924,0.0008,0.0001,-5e-05,-0.00016,-0.00032,-0.00068,0.00015,0.00072,6,25
13000,-8e-05,5e-05,-2e-05,-0.00045,-0.00079,6e-05,-2e-05,-0.00038,3,25
52312,-0.00027,-0.00032,-4e-05,3e-05,-8e-05,-0.00017,-0.0004,-0.00079,4,25
13000,-8e-05,5e-05,-2e-05,-0.00045,-0.00079,6e-05,-2e-05,-0.00038,3,25
49391,-0.00073,-0.00046,-0.00012,-0.00037,-0.00027,0.00012,-4e-05,-5e-05,5,25
13000,-8e-05,5e-05,-2e-05,-0.00045,-0.00079,6e-05,-2e-05,-0.00038,3,25
61924,0.0008,0.0001,-5e-05,-0.00016,-0.00032,-0.00068,0.00015,0.00072,6,25
52312,-0.00027,-0.00032,-4e-05,3e-05,-8e-05,-0.00017,-0.0004,-0.00079,4,25
49391,-0.00073,-0.00046,-0.00012,-0.00037,-0.00027,0.00012,-4e-05,-5e-05,5,25
52312,-0.00027,-0.00032,-4e-05,3e-05,-8e-05,-0.00017,-0.0004,-0.00079,4,25
61924,0.0008,0.0001,-5e-05,-0.00016,-0.00032,-0.00068,0.00015,0.00072,6,25
49391,-0.00073,-0.00046,-0.00012,-0.00037,-0.00027,0.00012,-4e-05,-5e-05,5,25
61924,0.0008,0.0001,-5e-05,-0.00016,-0.00032,-0.00068,0.00015,0.00072,6,25
666,-1e-05,-3e-05,-1e-05,1e-05,-2e-05,-3e-05,0.0,2e-05,1,26
33206,0.00033,0.00012,7e-05,2e-05,5e-05,0.00085,0.00094,0.00058,2,26
666,-1e-05,-3e-05,-1e-05,1e-05,-2e-05,-3e-05,0.0,2e-05,1,26
12428,-0.0006,-7e-05,-1e-05,-1e-05,0.00018,0.00027,0.00029,0.00038,3,26
666,-1e-05,-3e-05,-1e-05,1e-05,-2e-05,-3e-05,0.0,2e-05,1,26
42106,-3e-05,-5e-05,-8e-05,-0.00057,-0.00079,-0.00041,-0.00011,-3e-05,4,26
666,-1e-05,-3e-05,-1e-05,1e-05,-2e-05,-3e-05,0.0,2e-05,1,26
46504,2e-05,-2e-05,-0.00024,-7e-05,-0.00019,4e-05,-4e-05,-4e-05,5,26
666,-1e-05,-3e-05,-1e-05,1e-05,-2e-05,-3e-05,0.0,2e-05,1,26
57292,-0.00046,-0.00024,-0.00013,-0.0002,-0.00043,-0.00028,-0.00012,-0.00025,6,26
33206,0.00033,0.00012,7e-05,2e-05,5e-05,0.00085,0.00094,0.00058,2,26
12428,-0.0006,-7e-05,-1e-05,-1e-05,0.00018,0.00027,0.00029,0.00038,3,26
33206,0.00033,0.00012,7e-05,2e-05,5e-05,0.00085,0.00094,0.00058,2,26
42106,-3e-05,-5e-05,-8e-05,-0.00057,-0.00079,-0.00041,-0.00011,-3e-05,4,26
33206,0.00033,0.00012,7e-05,2e-05,5e-05,0.00085,0.00094,0.00058,2,26
46504,2e-05,-2e-05,-0.00024,-7e-05,-0.00019,4e-05,-4e-05,-4e-05,5,26
33206,0.00033,0.00012,7e-05,2e-05,5e-05,0.00085,0.00094,0.00058,2,26
57292,-0.00046,-0.00024,-0.00013,-0.0002,-0.00043,-0.00028,-0.00012,-0.00025,6,26
12428,-0.0006,-7e-05,-1e-05,-1e-05,0.00018,0.00027,0.00029,0.00038,3,26
42106,-3e-05,-5e-05,-8e-05,-0.00057,-0.00079,-0.00041,-0.00011,-3e-05,4,26
12428,-0.0006,-7e-05,-1e-05,-1e-05,0.00018,0.00027,0.00029,0.00038,3,26
46504,2e-05,-2e-05,-0.00024,-7e-05,-0.00019,4e-05,-4e-05,-4e-05,5,26
12428,-0.0006,-7e-05,-1e-05,-1e-05,0.00018,0.00027,0.00029,0.00038,3,26
57292,-0.00046,-0.00024,-0.00013,-0.0002,-0.00043,-0.00028,-0.00012,-0.00025,6,26
42106,-3e-05,-5e-05,-8e-05,-0.00057,-0.00079,-0.00041,-0.00011,-3e-05,4,26
46504,2e-05,-2e-05,-0.00024,-7e-05,-0.00019,4e-05,-4e-05,-4e-05,5,26
42106,-3e-05,-5e-05,-8e-05,-0.00057,-0.00079,-0.00041,-0.00011,-3e-05,4,26
57292,-0.00046,-0.00024,-0.00013,-0.0002,-0.00043,-0.00028,-0.00012,-0.00025,6,26
46504,2e-05,-2e-05,-0.00024,-7e-05,-0.00019,4e-05,-4e-05,-4e-05,5,26
57292,-0.00046,-0.00024,-0.00013,-0.0002,-0.00043,-0.00028,-0.00012,-0.00025,6,26
32388,1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,0.0,-1e-05,1,27
5409,-0.00011,-1e-05,7e-05,0.00049,-1e-05,-2e-05,-0.00014,-1e-05,2,27
32388,1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,0.0,-1e-05,1,27
36851,0.0,-1e-05,0.0,2e-05,0.00012,0.00034,2e-05,0.0,3,27
32388,1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,0.0,-1e-05,1,27
40868,-4e-05,-2e-05,-6e-05,-5e-05,-0.00117,1e-05,-4e-05,-6e-05,4,27
32388,1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,0.0,-1e-05,1,27
20163,-6e-05,0.0001,-6e-05,6e-05,0.00015,7e-05,-4e-05,-8e-05,5,27
32388,1e-05,-1e-05,0.0,-1e-05,-1e-05,1e-05,0.0,-1e-05,1,27
28569,0.00011,0.0,0.0,5e-05,0.0001,0.0,-1e-05,4e-05,6,27
5409,-0.00011,-1e-05,7e-05,0.00049,-1e-05,-2e-05,-0.00014,-1e-05,2,27
36851,0.0,-1e-05,0.0,2e-05,0.00012,0.00034,2e-05,0.0,3,27
5409,-0.00011,-1e-05,7e-05,0.00049,-1e-05,-2e-05,-0.00014,-1e-05,2,27
40868,-4e-05,-2e-05,-6e-05,-5e-05,-0.00117,1e-05,-4e-05,-6e-05,4,27
5409,-0.00011,-1e-05,7e-05,0.00049,-1e-05,-2e-05,-0.00014,-1e-05,2,27
20163,-6e-05,0.0001,-6e-05,6e-05,0.00015,7e-05,-4e-05,-8e-05,5,27
5409,-0.00011,-1e-05,7e-05,0.00049,-1e-05,-2e-05,-0.00014,-1e-05,2,27
28569,0.00011,0.0,0.0,5e-05,0.0001,0.0,-1e-05,4e-05,6,27
36851,0.0,-1e-05,0.0,2e-05,0.00012,0.00034,2e-05,0.0,3,27
40868,-4e-05,-2e-05,-6e-05,-5e-05,-0.00117,1e-05,-4e-05,-6e-05,4,27
36851,0.0,-1e-05,0.0,2e-05,0.00012,0.00034,2e-05,0.0,3,27
20163,-6e-05,0.0001,-6e-05,6e-05,0.00015,7e-05,-4e-05,-8e-05,5,27
36851,0.0,-1e-05,0.0,2e-05,0.00012,0.00034,2e-05,0.0,3,27
28569,0.00011,0.0,0.0,5e-05,0.0001,0.0,-1e-05,4e-05,6,27
40868,-4e-05,-2e-05,-6e-05,-5e-05,-0.00117,1e-05,-4e-05,-6e-05,4,27
20163,-6e-05,0.0001,-6e-05,6e-05,0.00015,7e-05,-4e-05,-8e-05,5,27
40868,-4e-05,-2e-05,-6e-05,-5e-05,-0.00117,1e-05,-4e-05,-6e-05,4,27
28569,0.00011,0.0,0.0,5e-05,0.0001,0.0,-1e-05,4e-05,6,27
20163,-6e-05,0.0001,-6e-05,6e-05,0.00015,7e-05,-4e-05,-8e-05,5,27
28569,0.00011,0.0,0.0,5e-05,0.0001,0.0,-1e-05,4e-05,6,27
1084,0.0,0.0,0.0,2e-05,0.0,0.0,-1e-05,-2e-05,1,28
29766,-1e-05,7e-05,0.0004,-6e-05,-6e-05,-0.00013,-0.00061,-5e-05,2,28
1084,0.0,0.0,0.0,2e-05,0.0,0.0,-1e-05,-2e-05,1,28
37120,-1e-05,-0.00032,-0.00013,-2e-05,1e-05,-2e-05,3e-05,0.00015,3,28
1084,0.0,0.0,0.0,2e-05,0.0,0.0,-1e-05,-2e-05,1,28
